epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,139.696,1.52857,1.59311,1.107,1,0.11115,0.32831,0.18432,1.68093,2.81904,1.14051,0.000507545,0.000507545,0.000507545
15,149.864,1.64435,1.65058,1.08856,1,0.11954,0.29992,0.16812,1.66008,2.86096,1.15129,0.000530159,0.000530159,0.000530159
16,161.084,1.71504,1.62899,1.13117,0.97905,0.10302,0.30139,0.16925,1.66344,2.86452,1.1494,0.000550793,0.000550793,0.000550793
17,170.575,1.507,1.59326,1.10905,0.97981,0.21414,0.33845,0.18729,1.6488,2.66008,1.14095,0.000569447,0.000569447,0.000569447
18,180.813,1.50412,1.56241,1.12037,0.42971,0.27928,0.35573,0.19919,1.66354,2.50079,1.14097,0.000586121,0.000586121,0.000586121
19,191.418,1.64978,1.53341,1.09347,0.42795,0.29279,0.37003,0.21125,1.6685,2.36637,1.14031,0.000600813,0.000600813,0.000600813
20,201.86,1.4804,1.42567,1.08651,0.45324,0.30562,0.38559,0.21281,1.69852,2.33333,1.1527,0.000613526,0.000613526,0.000613526
21,212.243,1.52713,1.53462,1.12923,0.98241,0.32736,0.431,0.2366,1.69442,2.36034,1.14586,0.000624258,0.000624258,0.000624258
22,222.603,1.54361,1.35747,1.08543,0.85352,0.29412,0.43341,0.25153,1.61274,2.38346,1.11911,0.00063301,0.00063301,0.00063301
23,232.738,1.51332,1.38645,1.07851,0.7161,0.27331,0.42542,0.25363,1.56845,2.38359,1.10297,0.000639781,0.000639781,0.000639781
24,241.803,1.48676,1.38913,1.1316,0.7089,0.25179,0.41306,0.2445,1.56506,2.40145,1.10135,0.000644572,0.000644572,0.000644572
25,252.682,1.48374,1.32178,1.06839,0.89653,0.26828,0.47159,0.27363,1.58108,2.37806,1.10129,0.000647383,0.000647383,0.000647383
26,264.69,1.66636,1.41655,1.07556,0.78932,0.25764,0.46386,0.26702,1.60182,2.43475,1.10162,0.000648213,0.000648213,0.000648213
27,274.62,1.49637,1.26853,1.04548,0.8912,0.26543,0.47603,0.25701,1.57282,2.43473,1.09314,0.000647063,0.000647063,0.000647063
28,284.193,1.45981,1.21574,1.03847,0.72659,0.27488,0.50624,0.26657,1.5566,2.36931,1.0876,0.000643932,0.000643932,0.000643932
29,293.942,1.44177,1.33106,1.08778,0.72659,0.27488,0.50624,0.26657,1.5566,2.36931,1.0876,0.000638821,0.000638821,0.000638821
30,303.664,1.42697,1.24399,1.05644,0.69117,0.34999,0.56932,0.30965,1.52592,2.15008,1.06546,0.00063173,0.00063173,0.00063173
31,313.892,1.53783,1.33461,1.03926,0.76567,0.47706,0.61197,0.33417,1.54989,1.96868,1.07163,0.000622658,0.000622658,0.000622658
32,324.545,1.43962,1.19389,1.03444,0.78227,0.54187,0.64364,0.3435,1.61978,1.81456,1.09324,0.000611606,0.000611606,0.000611606
33,333.991,1.39018,1.18028,1.02765,0.78227,0.54187,0.64364,0.3435,1.61978,1.81456,1.09324,0.000598573,0.000598573,0.000598573
34,344.518,1.39849,1.26822,1.04482,0.72493,0.56383,0.66759,0.34577,1.63316,1.72222,1.10165,0.000577782,0.000577782,0.000577782
35,355.473,1.43944,1.19309,1.03297,0.71043,0.5764,0.67535,0.35001,1.60123,1.66875,1.09211,0.000544776,0.000544776,0.000544776
36,367.556,1.43724,1.15957,1.02186,0.70776,0.57875,0.69308,0.36676,1.57206,1.62471,1.07435,0.000511769,0.000511769,0.000511769
37,380.005,1.37819,1.15231,1.01429,0.70776,0.57875,0.69308,0.36676,1.57206,1.62471,1.07435,0.000478762,0.000478762,0.000478762
38,392.242,1.41549,1.28742,1.03181,0.7325,0.59776,0.71753,0.37997,1.5274,1.56753,1.0508,0.000445756,0.000445756,0.000445756
39,404.566,1.35628,1.17158,1.0071,0.75977,0.60367,0.72072,0.39199,1.50941,1.50405,1.03567,0.000412749,0.000412749,0.000412749
40,416.728,1.36282,1.12067,0.99861,0.75013,0.66591,0.73349,0.39083,1.51125,1.42834,1.02612,0.000379743,0.000379743,0.000379743
41,427.384,1.32877,1.18649,0.99362,0.75013,0.66591,0.73349,0.39083,1.51125,1.42834,1.02612,0.000346736,0.000346736,0.000346736
42,436.231,1.3915,1.22558,1.00689,0.76435,0.68387,0.73394,0.3862,1.51116,1.37967,1.02326,0.000313729,0.000313729,0.000313729
43,445.402,1.27894,1.20851,1.02533,0.77559,0.70103,0.7458,0.38865,1.49354,1.36374,1.02054,0.000280723,0.000280723,0.000280723
44,454.643,1.18768,1.06551,0.97644,0.78516,0.70412,0.76374,0.40228,1.47085,1.33814,1.01839,0.000247716,0.000247716,0.000247716
45,463.638,1.2695,1.255,1.04023,0.78516,0.70412,0.76374,0.40228,1.47085,1.33814,1.01839,0.00021471,0.00021471,0.00021471
46,473.336,1.23155,1.08372,1.01606,0.81438,0.68586,0.77298,0.41539,1.45029,1.30814,1.01433,0.000181703,0.000181703,0.000181703
47,482.51,1.22268,1.09128,0.99054,0.79809,0.68539,0.77376,0.42271,1.42749,1.27731,1.00639,0.000148696,0.000148696,0.000148696
48,491.451,1.27115,1.05998,1.00062,0.80522,0.71013,0.7731,0.43232,1.41257,1.24116,1.00024,0.00011569,0.00011569,0.00011569
49,500.6,1.1863,1.02172,0.97735,0.80522,0.71013,0.7731,0.43232,1.41257,1.24116,1.00024,8.26832e-05,8.26832e-05,8.26832e-05
50,509.645,1.28574,1.03759,1.00952,0.81901,0.72284,0.7827,0.44241,1.40427,1.20537,0.99627,4.96766e-05,4.96766e-05,4.96766e-05
