epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.0423,2.84364,4.11311,1.75322,0,0,0,0,2.05422,4.02425,1.53082,3.334e-05,3.334e-05,3.334e-05
2,21.7994,2.61007,4.02502,1.57404,0,0,0,0,1.96796,3.95065,1.45147,8.16997e-05,8.16997e-05,8.16997e-05
3,31.802,2.23303,3.9033,1.43186,0.00384,0.05658,0.0021,0.00129,1.93838,3.83324,1.34583,0.000128079,0.000128079,0.000128079
4,42.214,1.97522,3.66292,1.32589,0.00892,0.14287,0.00544,0.00274,1.89565,3.72726,1.25384,0.000172478,0.000172478,0.000172478
5,51.6462,1.96438,3.27252,1.27508,0.00784,0.12903,0.00498,0.00287,1.83478,3.58618,1.1934,0.000214896,0.000214896,0.000214896
6,61.465,1.93546,2.9634,1.21571,0.01059,0.17742,0.06627,0.04306,1.73258,3.4683,1.18262,0.000255334,0.000255334,0.000255334
7,71.1042,1.86692,2.63001,1.21305,0.01849,0.32822,0.22663,0.12832,1.70063,3.2873,1.16212,0.000293792,0.000293792,0.000293792
8,80.9474,1.84717,2.26354,1.1759,0.0207,0.3715,0.23925,0.12012,1.671,3.23218,1.16072,0.000330269,0.000330269,0.000330269
9,91.0444,1.74442,2.25805,1.17188,0.01992,0.34973,0.24094,0.12967,1.56787,3.13734,1.15912,0.000364766,0.000364766,0.000364766
10,100.877,1.78373,2.03784,1.15772,0.02155,0.37123,0.26104,0.14868,1.55858,3.08437,1.16737,0.000397283,0.000397283,0.000397283
11,110.611,1.70464,1.90764,1.15525,0.02471,0.41222,0.27984,0.17973,1.5142,2.94261,1.14669,0.000427819,0.000427819,0.000427819
12,120.883,1.71324,1.89771,1.12402,0.96762,0.1129,0.29371,0.17923,1.51264,2.85606,1.13712,0.000456375,0.000456375,0.000456375
13,130.877,1.63802,1.59121,1.092,0.93662,0.18521,0.3103,0.17829,1.5859,2.63557,1.14934,0.00048295,0.00048295,0.00048295
14,140.753,1.61683,1.61232,1.10848,0.93131,0.20256,0.33017,0.18541,1.60113,2.58205,1.15753,0.000507545,0.000507545,0.000507545
15,150.841,1.69003,1.6038,1.07864,0.91667,0.16129,0.33819,0.1945,1.55852,2.6412,1.15906,0.000530159,0.000530159,0.000530159
16,160.363,1.75268,1.70321,1.14337,0.92257,0.14674,0.31637,0.18862,1.52019,2.67579,1.15662,0.000550793,0.000550793,0.000550793
17,170.733,1.55277,1.49056,1.09445,0.96623,0.14849,0.29188,0.18003,1.52396,2.75659,1.15321,0.000569447,0.000569447,0.000569447
18,180.939,1.64078,1.56925,1.15544,0.97217,0.18246,0.33325,0.19915,1.51717,2.6821,1.15892,0.000586121,0.000586121,0.000586121
19,190.869,1.58537,1.45643,1.06364,0.95805,0.24324,0.35017,0.21286,1.50148,2.57073,1.15786,0.000600813,0.000600813,0.000600813
20,200.759,1.59099,1.49872,1.16185,0.96287,0.27823,0.3919,0.23308,1.50614,2.45229,1.16415,0.000613526,0.000613526,0.000613526
21,210.45,1.51494,1.43694,1.11783,0.94601,0.27217,0.40143,0.2465,1.52366,2.39505,1.17281,0.000624258,0.000624258,0.000624258
22,221.009,1.50125,1.33714,1.07319,0.97296,0.29293,0.4469,0.26628,1.5416,2.29291,1.16306,0.00063301,0.00063301,0.00063301
23,231.487,1.59698,1.39085,1.07844,0.96785,0.35561,0.47883,0.29159,1.52325,2.20424,1.14438,0.000639781,0.000639781,0.000639781
24,241.313,1.48582,1.37097,1.08297,0.83683,0.38815,0.48456,0.30093,1.53879,2.17579,1.14122,0.000644572,0.000644572,0.000644572
25,251.875,1.55944,1.39191,1.08516,0.70538,0.35882,0.467,0.29301,1.50756,2.15545,1.12151,0.000647383,0.000647383,0.000647383
26,262.515,1.61731,1.3452,1.04954,0.6752,0.35872,0.47944,0.30249,1.49264,2.11734,1.11381,0.000648213,0.000648213,0.000648213
27,272.982,1.64259,1.34043,1.0566,0.59858,0.41729,0.49266,0.31049,1.48077,2.03722,1.11663,0.000647063,0.000647063,0.000647063
28,283.268,1.4855,1.27489,1.02576,0.64749,0.46495,0.55754,0.32646,1.49858,1.87881,1.12448,0.000643932,0.000643932,0.000643932
29,293.81,1.50192,1.41547,1.06262,0.64749,0.46495,0.55754,0.32646,1.49858,1.87881,1.12448,0.000638821,0.000638821,0.000638821
30,304.353,1.43302,1.25097,1.04643,0.68575,0.47674,0.58595,0.34498,1.49325,1.82943,1.12365,0.00063173,0.00063173,0.00063173
31,315.108,1.46828,1.195,1.00501,0.73886,0.49418,0.59476,0.34791,1.49449,1.81003,1.11905,0.000622658,0.000622658,0.000622658
32,325.698,1.50135,1.22577,1.03841,0.75711,0.51362,0.60614,0.36027,1.4723,1.78276,1.11262,0.000611606,0.000611606,0.000611606
33,335.862,1.46499,1.20326,1.04565,0.75711,0.51362,0.60614,0.36027,1.4723,1.78276,1.11262,0.000598573,0.000598573,0.000598573
34,346.121,1.40722,1.22554,1.05221,0.74445,0.49771,0.62971,0.38478,1.44674,1.75619,1.10898,0.000577782,0.000577782,0.000577782
35,356.152,1.53091,1.23819,1.02595,0.75017,0.50057,0.62319,0.38295,1.45468,1.74677,1.11227,0.000544776,0.000544776,0.000544776
36,366.672,1.40709,1.1165,1.00588,0.74559,0.50051,0.63242,0.37964,1.4622,1.68399,1.10958,0.000511769,0.000511769,0.000511769
37,376.777,1.33471,1.06036,1.00386,0.74559,0.50051,0.63242,0.37964,1.4622,1.68399,1.10958,0.000478762,0.000478762,0.000478762
38,387.027,1.4179,1.12251,1.0242,0.73591,0.55511,0.64451,0.39159,1.44847,1.59241,1.09579,0.000445756,0.000445756,0.000445756
39,397.081,1.36725,1.12668,1.0048,0.76012,0.55481,0.65377,0.4115,1.40441,1.49465,1.07351,0.000412749,0.000412749,0.000412749
40,407.097,1.33148,1.01947,0.98151,0.7945,0.60532,0.68541,0.43386,1.34612,1.40757,1.05178,0.000379743,0.000379743,0.000379743
41,416.389,1.29754,1.15448,1.00693,0.7945,0.60532,0.68541,0.43386,1.34612,1.40757,1.05178,0.000346736,0.000346736,0.000346736
42,425.554,1.39699,1.24851,1.02053,0.80437,0.6211,0.71382,0.44948,1.31693,1.36097,1.04301,0.000313729,0.000313729,0.000313729
43,434.886,1.30989,1.19541,1.02778,0.80295,0.63811,0.75329,0.46824,1.30116,1.35126,1.03435,0.000280723,0.000280723,0.000280723
44,444.233,1.27784,1.16775,0.9961,0.79262,0.68776,0.75944,0.477,1.29691,1.34173,1.02996,0.000247716,0.000247716,0.000247716
45,453.645,1.28494,1.39695,1.00875,0.79262,0.68776,0.75944,0.477,1.29691,1.34173,1.02996,0.00021471,0.00021471,0.00021471
46,462.997,1.22324,1.05754,0.99925,0.79094,0.68676,0.75658,0.4764,1.29802,1.33157,1.03371,0.000181703,0.000181703,0.000181703
47,472.495,1.27016,1.09514,0.99562,0.75833,0.68489,0.74507,0.47238,1.30086,1.32,1.03723,0.000148696,0.000148696,0.000148696
48,482.047,1.27448,1.04595,1.00152,0.77333,0.68208,0.74552,0.47794,1.29416,1.29992,1.03665,0.00011569,0.00011569,0.00011569
49,491.166,1.24235,1.02616,0.98501,0.77333,0.68208,0.74552,0.47794,1.29416,1.29992,1.03665,8.26832e-05,8.26832e-05,8.26832e-05
50,500.574,1.26891,1.04129,0.97123,0.80531,0.67218,0.75807,0.48009,1.28547,1.26298,1.03638,4.96766e-05,4.96766e-05,4.96766e-05
